מזהה,סוג,"מק""ט",Name,Categories,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של  המבצע,תאריך סיום של  המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה, מבצע, רגיל,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים
1511,simple,,מפיות כדורגל זהב ,כדורגל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,414,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1512,simple,,דונאטס בצבעים,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,415,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1513,simple,,טופרים לקאפקייקס דונאטס,דונאטס בצבעים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,416,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1514,simple,,צלחות נייר עגולות דונאטס קרטון מסיבתה ,דונאטס בצבעים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,18.9,,,,,,,,,,,,417,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1515,simple,,דיגלונים לתלייה דונאטס,דונאטס בצבעים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,418,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1516,simple,,SUMMER COLLECTION,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,419,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1517,simple,,מפיות בצורת אבטיח ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,420,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1518,simple,,מפיות מרובעות אבטיח + לימון תכלת ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,421,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1519,simple,,כוסות קרטון 'סאמר טיים' מוטבע זהב ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,422,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1520,simple,,מפיות אננס מוטבע זהב ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,423,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1521,simple,,צלחות קרטון עגולות 'סאמר טיים' מוטבע זהב ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,16.9,,,,,,,,,,,,424,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1522,simple,,מפיות מרובעות אבטיח אדומות,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,425,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1523,simple,,כוסות פלסטיק אבטיח ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,426,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1524,simple,,צלחות קרטון עגולות אבטיח,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,427,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1525,simple,,פלסטיק לסוכריות אבטיח ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,428,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1526,simple,,מפיות מניפה ורוד לבן ,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,429,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1527,simple,,מפיות מניפה תכלת לבן,SUMMER COLLECTION,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,430,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1528,simple,,אננס,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,431,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1529,simple,,צלחות קרטון עגולות אננסים ורוד תכלת כחול ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,432,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1530,simple,,מפיות אננס ורוד כחולות,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,433,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1531,simple,,כוסות פלסטיק אננס בצבעים ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,434,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1532,simple,,צלחות קרטון בצורת אננס ורוד זהב ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,435,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1533,simple,,פלסטיק לסוכריות אננס ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,436,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1534,simple,,מקלות ערבוב למשקה אננס בצבעים זוהרים,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,437,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1535,simple,,אננס קישוט תלייה צבעוני ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,438,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1536,simple,,קונפטי אננס בצבעים זוהרים ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,8.9,,,,,,,,,,,,439,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1537,simple,,עטבי תלייה אננס עץ,אננס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,440,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1538,simple,,בת ים,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,441,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1539,simple,,צלחות קרטון עגולות מוטבע בת ים זהב ,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,18.9,,,,,,,,,,,,442,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1540,simple,,צלחות קרטון צדפה,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,443,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1541,simple,,מפיות צדפות,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,444,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1542,simple,,כוסות פלסטיק סוסון ים ורודות,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,445,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1543,simple,,חבילת זנבות בת ים פלסטיק לסוכריות,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,446,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1544,simple,,קונפטי צדפות תכלת ורוד מטאלי,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,447,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1545,simple,,קופסאות פופקורן קרטוןבת ים ,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,448,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1546,simple,,באנר תלייה בת ים 3 צבעים,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,449,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1547,simple,,כרזת יום הולדת HAPPY BIRTHDAY בת ים תכלת נצנצים,בת ים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,16.9,,,,,,,,,,,,450,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
