מזהה,סוג,"מק""ט",Name,Categories,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של  המבצע,תאריך סיום של  המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה, מבצע, רגיל,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים
1097,simple,,צלחת מרובעת,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1098,simple,,צלחת מרובעת מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,1,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1099,simple,,צלחת מרובעת מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,2,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1100,simple,,צלחת עגולה מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15.9,,,,,,,,,,,,3,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1101,simple,,מפיות מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,4,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1102,simple,,כוסות מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,5,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1103,simple,,צלחת מרובעת נסיכות,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,6,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1104,simple,,צלחת עגולה נסיכות,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,7,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1105,simple,,מפיות נסיכות,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,8,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1106,simple,,מפיות טירת נסיכות ,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,9,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1107,simple,,כוסות טירת נסיכות ,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,10,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1108,simple,,מנשפים נסיכות,נסיכות ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,11,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1109,simple,,צלחת מרובעת LOL,lol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,12,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1110,simple,,צלחת עגולה LOL,lol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,16.9,,,,,,,,,,,,13,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1111,simple,,צלחת עגולה LOL,lol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,14,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1112,simple,,מפיות 202 LOL,lol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,15,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1113,simple,,כוסות 202 LOL,lol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,16,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1114,simple,,צלחת מרובעת אנה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14,,,,,,,,,,,,17,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1115,simple,,צלחת מרובעת אלזה,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14,,,,,,,,,,,,18,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1116,simple,,צלחת עגולה אנה ואלזה,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,19,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1117,simple,,צלחת עגולה אנה ואלזה,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,20,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1118,simple,,מפיות אנה ואלזה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,21,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1119,simple,,כוסות אנה ואלזה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,22,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1120,simple,,מנשפים אנה ואלזה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,23,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1121,simple,,כובעים אנה ואלזה,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,24,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1122,simple,,צלחת פרוזן עגולה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,25,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1123,simple,,צלחת אולף עגולה ,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,16.9,,,,,,,,,,,,26,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1124,simple,,כוסות קרטון אולף,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,27,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1125,simple,,דלי פופקורן אנה ואלזה תלת מימד,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,28,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1126,simple,,דלי פופקורן אנה ואלזה,אנה ואלזה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15,,,,,,,,,,,,29,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1127,simple,,צלחות עגולות הנסיכה סופיה,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,30,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1128,simple,,צלחת הנסיכה סופיה סגולה,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,31,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1129,simple,,צלחת מרובעת סופיה הנסיכה בצבע ורוד,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,32,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1130,simple,,צלחת מרובעת סופיה הנסיכה בצבע סגול,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,33,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1131,simple,,מפיות הנסיכה סופיה,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,34,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1132,simple,,כובעים הנסיכה סופיה,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,35,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1133,simple,,כוסות פלסטיק הנסיכה סופיה,הנסיכה סופיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,36,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1134,simple,,בנים מוצרים:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,37,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1135,simple,,צבי הנינג'ה:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,38,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1136,simple,,צלחת מרובעת צבי הנינגה,צבי הנינג'ה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,39,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1137,simple,,צלחת מרובעת צבי הנינגה,צבי הנינג'ה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,40,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1138,simple,,כובעים צבי הנינגה,צבי הנינג'ה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,41,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1139,simple,,צלחות עגולות סמי הכבאי,סמי הכבאי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,42,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1140,simple,,כובעים סמי הכבאי,סמי הכבאי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,43,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1141,simple,,מנשפים סמי הכבאי,סמי הכבאי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,44,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1142,simple,,מפרץ ההרפתקאות,כובעים סמי הכבאי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,45,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1143,simple,,צלחת מפרץ ההרפתקאות ,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,46,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1144,simple,,צלחות קרטון מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,47,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1145,simple,,מנשפים מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,48,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1146,simple,,כובעים מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,49,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1147,simple,,כוסות מפרץ ההרפתקאות,מפרץ ההרפתקאות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,50,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1148,simple,,צלחת מטוסי על ,מטוסי על,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,51,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1149,simple,,צלחות קרטון מטוסי על,מטוסי על,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,52,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1150,simple,,מפיות מטוסי על,מטוסי על,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,53,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1151,simple,,מכוניות מירוץ,מטוסי על,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,54,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1152,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,55,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1153,simple,,צלחות ספידי- מכונית מרוץ ,מכוניות מירוץ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,56,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1154,simple,,צלחות ספידי- מכונית מרוץ ,מכוניות מירוץ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,57,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1155,simple,,כוסות ספידי- מכוניות מרוץ,מכוניות מירוץ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,58,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1156,simple,,מפיות ספידי- מכונית מרוץ,מכוניות מירוץ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,59,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1157,simple,,ספיידרמן,מכוניות מירוץ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,60,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1158,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,61,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1159,simple,,צלחות ספיידרמן מרובעת,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,62,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1160,simple,,צלחות ספיידרמן מרובעת,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,63,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1161,simple,,צלחות ספיידרמן מרובעת,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,64,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1162,simple,,צלחות ספיידרמן עגולות ,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,65,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1163,simple,,מפיות ספיידרמן כחול,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,66,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1164,simple,,מפיות ספיידרמן ירוק,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,67,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1165,simple,,כוסות ספיידרמן,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,68,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1166,simple,,מנשפים ספיידרמן,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,69,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1167,simple,,דלי פופקורן ספיידרמן בינוני ,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12,,,,,,,,,,,,70,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1168,simple,,דלי פופקורן ספיידרמן גדול ,ספיידרמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15,,,,,,,,,,,,71,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1169,simple,,באטמן,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,72,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1170,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,73,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1171,simple,,צלחות מרובעות באטמן,באטמן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,74,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1172,simple,,,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,75,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1173,simple,,כוח פיג'י,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,76,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1174,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,77,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1175,simple,,צלחות כוח פיג'י,כוח פיג'י,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,78,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1176,simple,,מפיות כוח פיג'י,כוח פיג'י,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,79,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1177,simple,,כוסות כוח פיג'י,כוח פיג'י,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,80,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1178,simple,,מנשפים כוח פיג'י,כוח פיג'י,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,81,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1179,simple,,מינימאוס,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,82,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1180,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,83,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1181,simple,,צלחות קרטון פסטל,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,84,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1182,simple,,צלחות קרטון פסטל ,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,85,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1183,simple,,מפיות פסטל,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,86,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1184,simple,,מפיות אבטיח,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,87,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1185,simple,,כוסות פלסטיק אבטיחים,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,88,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1186,simple,,צלחות קרטון אבטיחים,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,89,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1187,simple,,כוסות תותים מיני מאוס,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,90,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1188,simple,,צלחות קרטון מיני מאוס קאפקייקס,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,91,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1189,simple,,כוסות פלסטיק מיני מאוס קאפקייקס,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,92,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1190,simple,,כוס תלת מימדית קשיחה מיני מאוס,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,93,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1191,simple,,מנשפים מיני מאוס,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,94,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1192,simple,,מפיות מיני מאוס פוקסיה,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,95,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1193,simple,,כובעים מיני מאוס פוקסיה,מינימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,96,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1194,simple,,מיקימאוס,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,97,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1195,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,98,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1196,simple,,צלחת קרטון ,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,99,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1197,simple,,צלחת מיקי מאוס צהוב,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,100,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1198,simple,,מפיות מיקי ומיני מאוס,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,101,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1199,simple,,דלי פופקורן גדול מיקי מאוס,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15.9,,,,,,,,,,,,102,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1200,simple,,דלי פופקורן מיקי מאוס תלת מימד ,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,103,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1201,simple,,כובעים מיקי מאוס,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,104,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1202,simple,,מיקימאוס גיל שנה,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,105,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1203,simple,,צלחות מיקימאוס גיל שנה,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,106,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1204,simple,,מפיות מיקי מאוס גיל שנה,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,107,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1205,simple,,כוסות מיקי מאוס גיל שנה,מיקימאוס,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,108,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1206,simple,,בנות:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,109,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1207,simple,,בת הים,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,110,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1208,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,111,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1209,simple,,צלחת קרטון פסטל,בת הים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,112,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
